_id,_depart,_departLane,_departPos,_departSpeed,_departDelay,_arrival,_arrivalLane,_arrivalPos,_arrivalSpeed,_duration,_routeLength,_waitingTime,_waitingCount,_stopTime,_timeLoss,_rerouteNo,_devices,_vType,_speedFactor,_vaporized
veh111,279.00,556290239#4_0,4.12,0.00,0.00,547.00,-4215606#1_0,126.74,7.92,268.00,2213.17,23.00,5,0.00,72.83,1,vehroute_veh111 tripinfo_veh111 routing_veh111 fcd_veh111,veh_passenger,0.95,
veh127,320.00,4540070#2_0,5.10,0.00,0.79,548.00,-48985680_0,56.14,7.44,228.00,1989.62,27.00,6,0.00,74.90,1,vehroute_veh127 tripinfo_veh127 routing_veh127 fcd_veh127,veh_passenger,1.00,
veh120,302.00,-140667094#0_0,5.10,0.00,0.38,551.00,-3811144_0,60.43,6.86,249.00,1870.81,21.00,3,0.00,56.56,1,vehroute_veh120 tripinfo_veh120 routing_veh120 fcd_veh120,veh_passenger,0.87,
veh91,229.00,130277328#1_1,0.20,0.00,0.27,554.00,52321639#0_0,73.18,8.04,325.00,2928.38,36.00,6,0.00,96.02,1,vehroute_veh91 tripinfo_veh91 routing_veh91 fcd_veh91,veh_passenger,0.98,
veh137,345.00,371391166#0_0,1.05,0.00,0.65,559.00,-4395775#1_0,13.21,13.80,214.00,2034.31,22.00,3,0.00,67.80,1,vehroute_veh137 tripinfo_veh137 routing_veh137 fcd_veh137,veh_passenger,1.03,
veh187,471.00,37692415#0_0,5.10,6.15,0.98,559.00,13904650#7_0,44.71,8.75,88.00,672.29,4.00,1,0.00,19.17,1,vehroute_veh187 tripinfo_veh187 routing_veh187 fcd_veh187,veh_passenger,1.14,
veh98,247.00,-81982573#2_0,5.10,0.00,0.68,562.00,915820852_0,74.63,11.76,315.00,2876.26,29.00,2,0.00,63.54,1,vehroute_veh98 tripinfo_veh98 routing_veh98 fcd_veh98,veh_passenger,0.89,
veh189,476.00,13904686#0_0,5.10,0.00,0.95,562.00,584286612#0_0,19.82,7.70,86.00,833.01,0.00,0,0.00,11.77,1,vehroute_veh189 tripinfo_veh189 routing_veh189 fcd_veh189,veh_passenger,0.96,
veh194,488.00,37747645#1_0,5.10,0.00,0.39,562.00,-3936652#1_0,16.53,8.84,74.00,677.76,5.00,1,0.00,20.09,1,vehroute_veh194 tripinfo_veh194 routing_veh194 fcd_veh194,veh_passenger,1.06,
veh107,269.00,-360319695#0_1,5.10,0.00,0.06,564.00,83805234#0_0,15.88,13.94,295.00,2411.78,60.00,8,0.00,135.07,1,vehroute_veh107 tripinfo_veh107 routing_veh107 fcd_veh107,veh_passenger,1.10,
veh142,357.00,-326772508#1_0,5.10,0.00,0.09,568.00,-306917249_0,24.23,7.78,211.00,2093.66,15.00,5,0.00,59.31,1,vehroute_veh142 tripinfo_veh142 routing_veh142 fcd_veh142,veh_passenger,1.07,
veh144,362.00,4395890_0,5.10,0.00,0.06,570.00,52288972#0_0,34.56,8.58,208.00,1542.67,11.00,1,0.00,37.67,1,vehroute_veh144 tripinfo_veh144 routing_veh144 fcd_veh144,veh_passenger,1.04,
veh119,300.00,-14047825#3_0,5.10,0.00,0.90,576.00,13904645#1_1,82.01,7.60,276.00,2454.77,18.00,3,0.00,70.61,1,vehroute_veh119 tripinfo_veh119 routing_veh119 fcd_veh119,veh_passenger,0.93,
veh139,350.00,-140673641#0_0,5.10,0.00,0.63,576.00,556040851#3_1,43.22,9.24,226.00,2155.70,13.00,2,0.00,58.05,1,vehroute_veh139 tripinfo_veh139 routing_veh139 fcd_veh139,veh_passenger,1.12,
veh63,159.00,-162745568#2_0,5.10,0.00,0.65,585.00,14044836#2_0,89.56,7.08,426.00,3584.60,37.00,4,0.00,93.30,1,vehroute_veh63 tripinfo_veh63 routing_veh63 fcd_veh63,veh_passenger,0.97,
veh164,413.00,376394516#0_0,5.10,0.00,0.79,586.00,111286353#2_0,65.16,6.78,173.00,1307.90,22.00,3,0.00,48.99,1,vehroute_veh164 tripinfo_veh164 routing_veh164 fcd_veh164,veh_passenger,0.93,
veh103,259.00,83806426#2_1,5.10,0.00,0.11,587.00,30988143#2_0,44.28,8.60,328.00,2797.81,30.00,5,0.00,87.02,1,vehroute_veh103 tripinfo_veh103 routing_veh103 fcd_veh103,veh_passenger,1.06,
veh129,325.00,-310743505_0,5.10,0.00,0.76,587.00,-26500151_0,157.03,8.59,262.00,2356.23,18.00,5,0.00,80.44,1,vehroute_veh129 tripinfo_veh129 routing_veh129 fcd_veh129,veh_passenger,1.07,
veh155,390.00,44069392_0,5.10,0.00,0.41,588.00,-4395933#5_0,11.20,10.01,198.00,1183.40,18.00,4,0.00,51.48,1,vehroute_veh155 tripinfo_veh155 routing_veh155 fcd_veh155,veh_passenger,0.73,
veh182,458.00,-30454635_0,5.10,0.00,0.55,589.00,12341246#0_0,47.19,7.52,131.00,933.42,31.00,2,0.00,53.94,1,vehroute_veh182 tripinfo_veh182 routing_veh182 fcd_veh182,veh_passenger,0.98,
veh170,428.00,33920769#3_0,5.10,0.00,0.71,590.00,150800557#0_1,52.94,14.34,162.00,1192.89,33.00,4,0.00,67.52,1,vehroute_veh170 tripinfo_veh170 routing_veh170 fcd_veh170,veh_passenger,1.14,
veh199,501.00,-3785446#0_0,5.10,0.00,0.82,590.00,3787117#1_0,37.27,12.41,89.00,734.27,10.00,1,0.00,26.45,1,vehroute_veh199 tripinfo_veh199 routing_veh199 fcd_veh199,veh_passenger,0.94,
veh165,415.00,909735863_0,5.10,0.00,0.28,591.00,22566802_0,106.97,13.99,176.00,1964.83,3.00,1,0.00,24.38,1,vehroute_veh165 tripinfo_veh165 routing_veh165 fcd_veh165,veh_passenger,1.06,
veh11,28.00,8045273#5_0,5.10,0.00,0.35,592.00,-563891693_0,31.54,14.78,564.00,4755.71,60.00,9,0.00,168.51,1,vehroute_veh11 tripinfo_veh11 routing_veh11 fcd_veh11,veh_passenger,1.09,
veh124,312.00,4541293#6_1,5.10,0.00,0.33,596.00,3789372#5_0,68.36,8.41,284.00,3026.22,19.00,4,0.00,72.35,1,vehroute_veh124 tripinfo_veh124 routing_veh124 fcd_veh124,veh_passenger,1.10,
veh153,385.00,-55814725#3_0,5.10,0.00,0.44,596.00,67139161#3_0,63.49,6.54,211.00,1789.34,9.00,4,0.00,53.33,1,vehroute_veh153 tripinfo_veh153 routing_veh153 fcd_veh153,veh_passenger,0.94,
veh140,352.00,56760104#1_0,5.10,0.00,0.11,601.00,231630881#0_0,24.38,12.41,249.00,2272.01,28.00,4,0.00,82.00,1,vehroute_veh140 tripinfo_veh140 routing_veh140 fcd_veh140,veh_passenger,1.01,
veh143,360.00,-52321641#0_1,5.10,0.00,0.57,601.00,56760104#1_0,202.17,13.11,241.00,2223.38,33.00,3,0.00,71.37,1,vehroute_veh143 tripinfo_veh143 routing_veh143 fcd_veh143,veh_passenger,0.96,
veh162,408.00,-55668397_0,5.10,0.00,0.82,602.00,52321641#1_1,17.39,9.90,194.00,1714.31,21.00,4,0.00,63.70,1,vehroute_veh162 tripinfo_veh162 routing_veh162 fcd_veh162,veh_passenger,1.00,
veh175,440.00,397464856#1_0,5.10,0.00,0.14,606.00,37747137#0_1,23.01,10.38,166.00,1133.95,33.00,4,0.00,63.04,1,vehroute_veh175 tripinfo_veh175 routing_veh175 fcd_veh175,veh_passenger,1.13,
veh83,209.00,125814598_0,5.10,0.00,0.38,608.00,13904655_0,66.45,7.55,399.00,3197.36,48.00,7,0.00,128.77,1,vehroute_veh83 tripinfo_veh83 routing_veh83 fcd_veh83,veh_passenger,1.01,
veh147,370.00,432565295#6_1,5.10,0.00,0.52,609.00,556290239#2_0,0.20,14.93,239.00,2242.30,42.00,5,0.00,89.10,1,vehroute_veh147 tripinfo_veh147 routing_veh147 fcd_veh147,veh_passenger,1.12,
veh190,478.00,4395890_0,5.10,0.00,0.44,610.00,-372245389#1_0,61.63,7.30,132.00,824.89,13.00,2,0.00,32.85,1,vehroute_veh190 tripinfo_veh190 routing_veh190 fcd_veh190,veh_passenger,0.92,
veh193,486.00,4540072#0_0,5.10,0.00,0.90,611.00,41565492#2_0,24.16,8.67,125.00,1319.23,0.00,0,0.00,14.43,1,vehroute_veh193 tripinfo_veh193 routing_veh193 fcd_veh193,veh_passenger,1.08,
veh195,491.00,-37865180#0_0,5.10,0.00,0.87,613.00,-128396777#1_0,54.01,8.88,122.00,1180.34,3.00,2,0.00,28.57,1,vehroute_veh195 tripinfo_veh195 routing_veh195 fcd_veh195,veh_passenger,1.10,
veh156,393.00,4395627#2_2,5.10,0.00,0.90,617.00,-231751868#1_0,23.67,15.38,224.00,2462.76,17.00,3,0.00,64.41,1,vehroute_veh156 tripinfo_veh156 routing_veh156 fcd_veh156,veh_passenger,1.14,
veh122,307.00,542640386#1_0,5.10,0.00,0.36,620.00,547766101#2_0,0.20,14.40,313.00,2927.67,31.00,5,0.00,90.50,1,vehroute_veh122 tripinfo_veh122 routing_veh122 fcd_veh122,veh_passenger,1.10,
veh174,438.00,23102758#0_0,5.10,0.00,0.66,620.00,3818568#2_0,3.51,7.90,182.00,1774.85,2.00,1,0.00,30.67,1,vehroute_veh174 tripinfo_veh174 routing_veh174 fcd_veh174,veh_passenger,0.99,
veh135,340.00,125814598_0,5.10,0.00,0.68,624.00,-4540064#2_0,42.10,8.79,284.00,2889.34,9.00,2,0.00,52.36,1,vehroute_veh135 tripinfo_veh135 routing_veh135 fcd_veh135,veh_passenger,1.06,
veh102,257.00,-354369976#4_0,5.10,0.00,0.63,631.00,-4829715#0_0,88.95,8.03,374.00,2875.96,55.00,7,0.00,121.67,1,vehroute_veh102 tripinfo_veh102 routing_veh102 fcd_veh102,veh_passenger,1.09,
veh123,310.00,-80439756#1_0,5.10,0.00,0.84,633.00,-365839070_0,18.51,7.89,323.00,2565.02,41.00,6,0.00,99.05,1,vehroute_veh123 tripinfo_veh123 routing_veh123 fcd_veh123,veh_passenger,1.01,
veh133,335.00,3708838#4_2,5.10,0.00,0.71,633.00,-4395858#2_0,47.02,7.65,298.00,2082.36,33.00,4,0.00,74.48,1,vehroute_veh133 tripinfo_veh133 routing_veh133 fcd_veh133,veh_passenger,1.03,
veh232,584.00,-56007677_1,5.10,0.00,0.87,633.00,37747645#2_0,0.20,12.17,49.00,565.07,0.00,0,0.00,6.74,1,vehroute_veh232 tripinfo_veh232 routing_veh232 fcd_veh232,veh_passenger,0.97,
veh151,380.00,44069392_0,5.10,0.00,0.46,650.00,55200268#0_0,6.19,8.46,270.00,2125.05,27.00,4,0.00,65.49,1,vehroute_veh151 tripinfo_veh151 routing_veh151 fcd_veh151,veh_passenger,1.11,
veh173,435.00,-1049698333#2_0,5.10,0.00,0.17,654.00,64270137#1_0,36.21,8.53,219.00,1908.63,37.00,3,0.00,74.38,1,vehroute_veh173 tripinfo_veh173 routing_veh173 fcd_veh173,veh_passenger,1.08,
veh191,481.00,-162745568#0_0,5.10,0.00,0.93,659.00,153340546#0_0,14.89,14.10,178.00,1179.84,34.00,3,0.00,59.95,1,vehroute_veh191 tripinfo_veh191 routing_veh191 fcd_veh191,veh_passenger,1.09,
veh208,523.00,32117788#8_1,5.10,0.00,0.20,659.00,80448023#1_0,37.09,8.86,136.00,1068.94,12.00,2,0.00,42.09,1,vehroute_veh208 tripinfo_veh208 routing_veh208 fcd_veh208,veh_passenger,1.07,
veh205,516.00,174092690_0,5.10,0.00,0.74,661.00,-13904675#4_0,8.90,7.03,145.00,1075.39,0.00,0,0.00,18.82,1,vehroute_veh205 tripinfo_veh205 routing_veh205 fcd_veh205,veh_passenger,0.90,
veh146,367.00,-4215666#4_0,0.20,0.00,0.03,662.00,-23076537#0_0,97.72,13.16,295.00,3135.96,19.00,4,0.00,58.34,1,vehroute_veh146 tripinfo_veh146 routing_veh146 fcd_veh146,veh_passenger,1.01,
veh161,405.00,-128396776#0_0,5.10,0.00,0.33,662.00,-3785445#3_0,16.31,7.52,257.00,2030.34,38.00,5,0.00,85.88,1,vehroute_veh161 tripinfo_veh161 routing_veh161 fcd_veh161,veh_passenger,0.96,
veh150,378.00,520012241#1_1,5.10,0.00,0.98,664.00,871451863#2_0,134.72,12.03,286.00,2592.49,20.00,5,0.00,68.56,1,vehroute_veh150 tripinfo_veh150 routing_veh150 fcd_veh150,veh_passenger,0.95,
veh219,551.00,-40260270#3_0,5.10,0.00,0.55,665.00,37866821#1_0,48.78,14.47,114.00,1038.28,15.00,1,0.00,45.21,1,vehroute_veh219 tripinfo_veh219 routing_veh219 fcd_veh219,veh_passenger,1.11,
veh201,506.00,37692492#0_0,0.20,0.00,0.79,668.00,-111286353#6_0,12.12,8.69,162.00,1563.25,16.00,4,0.00,52.20,1,vehroute_veh201 tripinfo_veh201 routing_veh201 fcd_veh201,veh_passenger,1.08,
veh158,398.00,-39247679#3_0,5.10,0.00,0.87,673.00,4540080#0_0,33.53,7.93,275.00,2804.82,6.00,1,0.00,38.69,1,vehroute_veh158 tripinfo_veh158 routing_veh158 fcd_veh158,veh_passenger,1.00,
veh215,541.00,3708471#2_0,5.10,0.00,0.60,675.00,-4539928#2_0,38.80,5.67,134.00,894.88,12.00,3,0.00,38.56,1,vehroute_veh215 tripinfo_veh215 routing_veh215 fcd_veh215,veh_passenger,0.83,
veh180,453.00,-52321641#2_1,5.10,0.00,0.57,677.00,114208220#2_0,18.89,7.59,224.00,1777.80,19.00,5,0.00,63.36,1,vehroute_veh180 tripinfo_veh180 routing_veh180 fcd_veh180,veh_passenger,1.03,
veh176,443.00,-7990020#0_0,5.10,0.00,0.63,682.00,-14047760#1_0,19.38,8.16,239.00,1974.47,24.00,4,0.00,73.54,1,vehroute_veh176 tripinfo_veh176 routing_veh176 fcd_veh176,veh_passenger,1.05,
veh178,448.00,-52324406_0,5.10,0.00,0.60,683.00,497484025_0,51.58,13.29,235.00,1967.40,22.00,4,0.00,69.27,1,vehroute_veh178 tripinfo_veh178 routing_veh178 fcd_veh178,veh_passenger,1.00,
veh157,395.00,52321641#5_0,5.10,0.00,0.38,684.00,520012241#0_1,14.86,6.42,289.00,2639.21,32.00,3,0.00,70.84,1,vehroute_veh157 tripinfo_veh157 routing_veh157 fcd_veh157,veh_passenger,0.89,
veh184,463.00,56007677_1,5.10,0.00,0.52,685.00,35078320_0,96.76,8.65,222.00,2109.85,26.00,3,0.00,68.63,1,vehroute_veh184 tripinfo_veh184 routing_veh184 fcd_veh184,veh_passenger,1.09,
veh228,574.00,497486086_0,0.20,0.00,0.93,685.00,80478293#1_0,4.42,8.20,111.00,989.23,2.00,2,0.00,26.41,1,vehroute_veh228 tripinfo_veh228 routing_veh228 fcd_veh228,veh_passenger,1.00,
veh234,589.00,13904673#1_0,5.10,0.00,0.85,688.00,-306917249_0,24.23,8.35,99.00,927.55,5.00,1,0.00,19.50,1,vehroute_veh234 tripinfo_veh234 routing_veh234 fcd_veh234,veh_passenger,1.07,
veh171,430.00,-85422718#0_0,5.10,0.00,0.20,693.00,306917251#1_0,24.34,6.57,263.00,2340.53,19.00,3,0.00,55.18,1,vehroute_veh171 tripinfo_veh171 routing_veh171 fcd_veh171,veh_passenger,0.88,
veh197,496.00,4937392#2_1,1.61,0.00,0.85,697.00,-14048905#1_0,19.79,7.28,201.00,2032.39,16.00,4,0.00,52.53,1,vehroute_veh197 tripinfo_veh197 routing_veh197 fcd_veh197,veh_passenger,1.03,
veh100,252.00,8045273#5_0,5.10,0.00,0.65,699.00,998772220#0_0,21.29,11.86,447.00,3933.69,28.00,7,0.00,97.32,1,vehroute_veh100 tripinfo_veh100 routing_veh100 fcd_veh100,veh_passenger,0.92,
veh198,498.00,11685019#0_0,5.10,0.00,0.33,700.00,360313819_0,140.78,8.84,202.00,1635.51,0.00,0,0.00,19.27,1,vehroute_veh198 tripinfo_veh198 routing_veh198 fcd_veh198,veh_passenger,1.08,
veh212,533.00,55814725#3_0,5.10,0.00,0.14,703.00,405364257#0_0,0.59,3.40,170.00,1477.67,4.00,1,0.00,35.11,1,vehroute_veh212 tripinfo_veh212 routing_veh212 fcd_veh212,veh_passenger,1.03,
veh243,611.00,-42293718#1_0,5.10,0.00,0.23,709.00,-160963287#2_0,41.95,8.86,98.00,754.93,10.00,3,0.00,39.26,1,vehroute_veh243 tripinfo_veh243 routing_veh243 fcd_veh243,veh_passenger,1.11,
veh163,410.00,83806415_0,5.10,0.00,0.30,722.00,-4540070#3_0,30.92,8.10,312.00,2436.42,64.00,7,0.00,128.99,1,vehroute_veh163 tripinfo_veh163 routing_veh163 fcd_veh163,veh_passenger,1.07,
veh206,518.00,-4215666#3_0,2.54,0.00,0.22,723.00,497486086_0,0.20,7.22,205.00,1797.73,4.00,2,0.00,41.80,1,vehroute_veh206 tripinfo_veh206 routing_veh206 fcd_veh206,veh_passenger,0.93,
veh222,558.00,11685178#0_1,2.17,0.00,0.01,728.00,-3792665_0,401.98,7.17,170.00,1305.68,5.00,2,0.00,30.96,1,vehroute_veh222 tripinfo_veh222 routing_veh222 fcd_veh222,veh_passenger,1.00,
veh247,621.00,37692391#0_0,5.10,0.00,0.17,731.00,41592113#0_0,76.39,9.48,110.00,735.66,17.00,2,0.00,33.07,1,vehroute_veh247 tripinfo_veh247 routing_veh247 fcd_veh247,veh_passenger,1.14,
veh249,626.00,-128396774#1_0,5.10,0.00,0.14,735.00,-354359921_1,176.09,14.99,109.00,935.34,21.00,2,0.00,39.37,1,vehroute_veh249 tripinfo_veh249 routing_veh249 fcd_veh249,veh_passenger,1.15,
veh229,576.00,11685178#4_0,5.10,0.00,0.41,736.00,41228866#3_0,29.06,8.93,160.00,1334.29,16.00,1,0.00,33.27,1,vehroute_veh229 tripinfo_veh229 routing_veh229 fcd_veh229,veh_passenger,1.10,
veh223,561.00,12341238#0_0,5.10,0.00,0.49,738.00,585819382_1,23.83,12.80,177.00,1156.13,26.00,3,0.00,53.54,1,vehroute_veh223 tripinfo_veh223 routing_veh223 fcd_veh223,veh_passenger,0.97,
veh246,619.00,37692282#6_0,5.10,0.00,0.68,741.00,4395609#0_0,32.52,11.75,122.00,889.09,13.00,1,0.00,36.65,1,vehroute_veh246 tripinfo_veh246 routing_veh246 fcd_veh246,veh_passenger,1.04,
veh261,657.00,-23072583#1_0,5.10,0.00,0.98,741.00,43175828#0_0,28.31,9.03,84.00,814.96,0.00,0,0.00,16.25,1,vehroute_veh261 tripinfo_veh261 routing_veh261 fcd_veh261,veh_passenger,1.01,
veh168,423.00,8111230#2_0,5.10,0.00,0.74,746.00,-4395933#0_0,48.25,14.60,323.00,2773.50,54.00,4,0.00,99.08,1,vehroute_veh168 tripinfo_veh168 routing_veh168 fcd_veh168,veh_passenger,1.08,
veh210,528.00,3810573#2_0,0.20,0.00,0.17,746.00,140673640_0,22.43,7.24,218.00,2054.61,10.00,1,0.00,49.64,1,vehroute_veh210 tripinfo_veh210 routing_veh210 fcd_veh210,veh_passenger,1.00,
veh216,543.00,-14678786#1_0,5.10,0.00,0.09,747.00,-4540248#1_0,21.10,7.32,204.00,1707.33,28.00,4,0.00,61.93,1,vehroute_veh216 tripinfo_veh216 routing_veh216 fcd_veh216,veh_passenger,0.95,
veh217,546.00,-44069390#0_0,5.10,0.00,0.58,750.00,-543359813#4_0,30.02,12.11,204.00,1580.95,7.00,1,0.00,31.85,1,vehroute_veh217 tripinfo_veh217 routing_veh217 fcd_veh217,veh_passenger,0.87,
veh169,425.00,-231751868#2_0,5.10,0.00,0.22,753.00,128396776#2_0,30.91,6.50,328.00,3021.61,20.00,3,0.00,70.54,1,vehroute_veh169 tripinfo_veh169 routing_veh169 fcd_veh169,veh_passenger,0.91,
veh226,569.00,-83517075#1_0,5.10,0.00,0.95,754.00,-111286353#7_0,50.52,8.43,185.00,1524.79,34.00,6,0.00,80.97,1,vehroute_veh226 tripinfo_veh226 routing_veh226 fcd_veh226,veh_passenger,1.10,
veh273,687.00,23076566_0,5.10,0.00,0.82,754.00,13904708#2_0,18.45,10.03,67.00,782.39,0.00,0,0.00,11.64,1,vehroute_veh273 tripinfo_veh273 routing_veh273 fcd_veh273,veh_passenger,1.30,
veh185,465.00,-4937392#1_1,5.10,0.00,0.01,755.00,231751868#5_0,0.20,2.53,290.00,2638.56,23.00,7,0.00,75.30,1,vehroute_veh185 tripinfo_veh185 routing_veh185 fcd_veh185,veh_passenger,0.90,
veh235,591.00,360319695#0_0,5.10,0.00,0.33,755.00,-128676689#2_0,53.36,7.56,164.00,1295.69,21.00,3,0.00,50.93,1,vehroute_veh235 tripinfo_veh235 routing_veh235 fcd_veh235,veh_passenger,0.91,
veh259,651.00,38098902#0_0,5.10,0.00,0.01,756.00,-140673641#2_0,17.30,7.62,105.00,647.32,24.00,2,0.00,42.16,1,vehroute_veh259 tripinfo_veh259 routing_veh259 fcd_veh259,veh_passenger,0.99,
veh251,631.00,29333273#2_0,5.10,0.00,0.12,759.00,-384401184#4_0,20.03,13.18,128.00,1109.01,10.00,2,0.00,31.79,1,vehroute_veh251 tripinfo_veh251 routing_veh251 fcd_veh251,veh_passenger,0.96,
veh254,639.00,405364257#3_0,5.10,0.00,0.58,764.00,-258341362_0,15.10,12.31,125.00,1023.26,18.00,3,0.00,43.33,1,vehroute_veh254 tripinfo_veh254 routing_veh254 fcd_veh254,veh_passenger,1.10,
veh204,513.00,-376394520#0_0,5.10,0.00,0.25,765.00,81982573#0_0,170.99,12.92,252.00,1883.33,38.00,4,0.00,87.51,1,vehroute_veh204 tripinfo_veh204 routing_veh204 fcd_veh204,veh_passenger,0.97,
veh231,582.00,128396777#2_0,5.10,0.00,1.39,767.00,-128680991#4_0,25.34,9.03,185.00,1412.14,27.00,4,0.00,62.82,1,vehroute_veh231 tripinfo_veh231 routing_veh231 fcd_veh231,veh_passenger,1.09,
veh224,564.00,317183888_0,5.10,0.00,0.98,768.00,37866821#3_0,24.24,13.02,204.00,1968.84,29.00,2,0.00,55.70,1,vehroute_veh224 tripinfo_veh224 routing_veh224 fcd_veh224,veh_passenger,0.96,
veh149,375.00,-354369976#3_0,5.10,0.00,0.49,773.00,67139158#3_0,12.12,6.93,398.00,2590.64,51.00,7,0.00,109.13,1,vehroute_veh149 tripinfo_veh149 routing_veh149 fcd_veh149,veh_passenger,1.00,
veh202,508.00,41228866#3_0,5.10,0.00,0.28,773.00,4263428#1_0,34.10,11.81,265.00,1926.60,46.00,4,0.00,85.13,1,vehroute_veh202 tripinfo_veh202 routing_veh202 fcd_veh202,veh_passenger,0.89,
veh213,536.00,13904690#1_0,5.10,0.00,0.63,773.00,-4395609#0_0,32.54,6.45,237.00,2006.79,15.00,3,0.00,56.38,1,vehroute_veh213 tripinfo_veh213 routing_veh213 fcd_veh213,veh_passenger,0.87,
veh166,418.00,677070805#1_1,5.10,0.00,0.76,782.00,-26500151_0,157.03,9.08,364.00,2953.47,54.00,5,0.00,117.55,1,vehroute_veh166 tripinfo_veh166 routing_veh166 fcd_veh166,veh_passenger,1.12,
veh218,548.00,231630881#0_0,5.10,0.00,0.06,784.00,-317697974_1,26.01,10.26,236.00,1990.75,48.00,4,0.00,92.19,1,vehroute_veh218 tripinfo_veh218 routing_veh218 fcd_veh218,veh_passenger,1.03,
veh183,460.00,677070805#2_1,3.76,0.00,0.03,785.00,37747503#1_1,74.05,6.08,325.00,2252.01,48.00,8,0.00,106.47,1,vehroute_veh183 tripinfo_veh183 routing_veh183 fcd_veh183,veh_passenger,0.94,
veh241,606.00,41592120#2_0,0.61,0.00,0.25,795.00,-81982573#2_0,82.80,12.40,189.00,1658.46,6.00,2,0.00,33.57,1,vehroute_veh241 tripinfo_veh241 routing_veh241 fcd_veh241,veh_passenger,0.97,
veh113,285.00,12341224_0,5.10,0.00,0.98,800.00,310196056_0,14.05,14.73,515.00,4167.40,80.00,9,0.00,157.21,1,vehroute_veh113 tripinfo_veh113 routing_veh113 fcd_veh113,veh_passenger,1.07,
veh220,553.00,3789703#0_0,4.44,14.83,0.04,802.00,-14047194#2_0,9.81,7.50,249.00,2568.67,9.00,4,0.00,62.74,1,vehroute_veh220 tripinfo_veh220 routing_veh220 fcd_veh220,veh_passenger,1.07,
veh211,531.00,4541289#7_0,5.10,0.00,0.66,803.00,231751868#5_0,0.20,2.46,272.00,2396.33,29.00,4,0.00,62.03,1,vehroute_veh211 tripinfo_veh211 routing_veh211 fcd_veh211,veh_passenger,0.84,
veh240,604.00,-3809981#1_0,5.10,0.00,0.77,804.00,-556290242#1_0,55.30,14.02,200.00,1198.04,67.00,5,0.00,109.12,1,vehroute_veh240 tripinfo_veh240 routing_veh240 fcd_veh240,veh_passenger,1.02,
veh200,503.00,14047770#2_0,5.10,0.00,0.30,811.00,-41592120#1_0,3.21,6.56,308.00,2391.00,30.00,5,0.00,80.95,1,vehroute_veh200 tripinfo_veh200 routing_veh200 fcd_veh200,veh_passenger,0.92,
veh250,629.00,-30454632#0_0,5.10,0.00,0.63,813.00,37747135#2_2,26.04,12.49,184.00,1407.48,32.00,3,0.00,60.53,1,vehroute_veh250 tripinfo_veh250 routing_veh250 fcd_veh250,veh_passenger,0.91,
veh296,744.00,-3785445#2_0,5.10,0.00,0.01,817.00,-279585244#1_0,11.06,8.14,73.00,663.65,5.00,1,0.00,18.41,1,vehroute_veh296 tripinfo_veh296 routing_veh296 fcd_veh296,veh_passenger,0.99,
veh225,566.00,49961185_0,5.10,0.00,0.47,819.00,42239606#1_0,68.30,7.95,253.00,1762.33,44.00,3,0.00,87.77,1,vehroute_veh225 tripinfo_veh225 routing_veh225 fcd_veh225,veh_passenger,0.98,
veh186,468.00,128185886#2_2,5.10,0.00,0.49,821.00,30988144#1_0,34.80,6.85,353.00,2940.51,5.00,3,0.00,56.68,1,vehroute_veh186 tripinfo_veh186 routing_veh186 fcd_veh186,veh_passenger,0.89,
veh203,511.00,-231630879_0,5.10,0.00,0.76,823.00,125822009#3_0,52.59,7.79,312.00,2680.04,20.00,6,0.00,76.23,1,vehroute_veh203 tripinfo_veh203 routing_veh203 fcd_veh203,veh_passenger,0.97,
veh227,571.00,-64270039#2_0,5.10,0.00,0.44,823.00,41592109_0,15.83,7.83,252.00,1874.11,26.00,3,0.00,69.39,1,vehroute_veh227 tripinfo_veh227 routing_veh227 fcd_veh227,veh_passenger,1.04,
veh252,634.00,3789571#1_1,5.10,0.00,0.60,823.00,42293718#2_0,12.32,8.56,189.00,1541.86,19.00,5,0.00,61.72,1,vehroute_veh252 tripinfo_veh252 routing_veh252 fcd_veh252,veh_passenger,1.04,
veh293,737.00,40260270#5_0,5.10,0.00,0.55,823.00,-55668414#1_0,7.84,8.02,86.00,574.40,8.00,1,0.00,28.18,1,vehroute_veh293 tripinfo_veh293 routing_veh293 fcd_veh293,veh_passenger,0.97,
veh221,556.00,114208059#3_0,0.20,0.00,0.52,826.00,23076565#0_0,108.19,8.18,270.00,1851.75,78.00,4,0.00,122.66,1,vehroute_veh221 tripinfo_veh221 routing_veh221 fcd_veh221,veh_passenger,1.02,
veh192,483.00,3708838#3_2,5.10,0.00,0.41,836.00,-55814748_0,7.79,8.31,353.00,3055.29,17.00,4,0.00,77.22,1,vehroute_veh192 tripinfo_veh192 routing_veh192 fcd_veh192,veh_passenger,1.03,
veh207,521.00,13904648#0_0,5.10,0.00,0.71,836.00,4396064_0,116.39,7.93,315.00,2741.27,23.00,5,0.00,89.26,1,vehroute_veh207 tripinfo_veh207 routing_veh207 fcd_veh207,veh_passenger,1.10,
veh274,689.00,128396777#1_0,5.10,0.00,0.31,837.00,3936648_0,133.21,8.27,148.00,1044.26,13.00,2,0.00,33.90,1,vehroute_veh274 tripinfo_veh274 routing_veh274 fcd_veh274,veh_passenger,1.01,
